id_region,num_buildings,labeled_buildings,percentage_labeled
27600030,60763,16484,27.1283511347366
61600050,148227,42857,28.913086009971195
27600252,118476,28932,24.420135723690876
61600049,382644,48450,12.661899833788064
27600132,109993,11261,10.237924231542008
27600015,79277,16444,20.74245998208812
27600013,85560,69314,81.01215521271622
27600133,105309,28347,26.917927242685813
27600048,72162,25373,35.16116515617638
27600038,103886,12078,11.626205648499315
27600047,72529,29312,40.41417915592383
27600042,160872,112984,70.23223432293997
61600053,413538,27862,6.73747031711717
82600011,39521,25442,64.37590141949849
27600045,44636,9137,20.470024195716462
82600013,40405,8628,21.353792847419875
27600051,90756,15386,16.953149103089604
61600058,185888,41409,22.276316922017557
27600052,82836,13418,16.198271283017046
61600062,125740,23509,18.696516621600125
61600057,245098,70395,28.721164595386334
27600056,103345,16829,16.284290483332526
61600055,319462,76792,24.037913742479546
61600059,259201,29069,11.214848708145416
62000004,10259,2102,20.48932644507262
27600044,26194,7519,28.70504695731847
30000050,5365,547,10.195712954333644
27600079,69208,33235,48.021904982082994
61600061,364528,79223,21.733035596716853
27600055,122477,45868,37.450296790417795
27600059,123575,33868,27.40683795266033
57800012,234544,215797,92.00704345453306
27600062,70747,14086,19.910384892645624
27600054,178603,36072,20.196749214738833
61600064,241189,38445,15.939781665001307
27600275,16086,4465,27.75705582494094
27600263,65576,6623,10.099731609125289
27600063,121293,32813,27.052674103204637
57800007,577861,449865,77.85003660049735
27600400,74132,23215,31.315761074839475
27600384,97053,20902,21.536686140562374
27600390,66940,19096,28.527039139527936
27600080,43186,8678,20.09447506136248
30000013,2675,1009,37.7196261682243
27600385,112264,32823,29.23733342834747
27600085,47653,16034,33.64740939709987
20800005,192595,24118,12.522651159168202
27600068,290600,99207,34.13867859600826
82600074,82147,43311,52.723775670444454
61600002,99438,25685,25.830165530280176
27600072,175417,17216,9.814328143794501
20800004,327933,32766,9.991675128761058
61600027,179927,163732,90.9991274238997
57800009,815347,702747,86.18992895049593
82600075,86830,11503,13.24772544051595
57800013,217907,181484,83.28507115420798
27600073,111585,43225,38.737285477438725
61600004,117102,29401,25.107171525678467
61600056,138388,13614,9.837558169783508
20800001,479461,24915,5.1964601917569935
27600074,71415,9360,13.106490233144296
20800002,350755,29367,8.37251072686063
61600003,114725,54487,47.49357158422314
27600084,55271,19815,35.85062691103833
61600001,254275,86165,33.88654016320912
24600007,85563,4652,5.436929513925412
27600102,31332,8284,26.43942295416826
24600009,50741,9566,18.852604402751226
27600295,18478,3378,18.28119926398961
27600082,181257,10500,5.79287972326586
27600087,114402,17933,15.675425254803239
20800008,501324,36984,7.377265002273979
20800003,526348,36044,6.847940906016552
82600099,69969,5023,7.178893509982992
27600116,60628,31239,51.52569769743353
27600094,115085,54258,47.14602250510492
27600089,66742,10574,15.843097300050943
24600008,81911,30065,36.70447192684743
27600088,135467,33382,24.64216377420331
20800009,366426,40161,10.96019387270554
27600092,265043,27916,10.532630554287417
82600101,83989,21910,26.086749455285812
27600124,227868,102174,44.83911738374849
61600005,163091,51150,31.36285877209656
27600130,148735,69410,46.66689077890208
61600006,210588,72885,34.610234201379
24600002,106670,26038,24.409862191806507
27600101,126643,8577,6.772581192801813
27600095,232831,39235,16.851278395059076
24600010,321214,5791,1.8028479456063558
27600103,80792,6825,8.447618576096644
27600104,95459,7553,7.912297426120114
27600093,198428,44602,22.477674521740884
24600012,176734,48021,27.171342243145062
70500008,142661,30249,21.203412285067397
27600144,39320,20232,51.454730417090545
27600107,72072,15006,20.820845820845822
27600250,24862,17425,70.08687957525541
24600013,129325,6580,5.087956698240866
82600149,45683,20730,45.37793052120045
27600134,108535,19311,17.792417192610678
27600111,74082,46703,63.04230447342134
27600168,16201,1774,10.949941361644342
27600110,103594,11290,10.89831457420314
27600212,87471,13230,15.125012861405496
24600016,99194,9631,9.709256608262598
82600109,15999,8324,52.028251765735355
82600150,31328,8043,25.673518896833503
27600131,50615,35537,70.21041193322137
27600170,20559,8697,42.30264117904567
27600112,82572,9510,11.517221334108415
61600010,113430,29529,26.032795556731024
27600115,91262,10400,11.395761653262037
27600108,257718,43142,16.740002638542904
27600135,55452,6179,11.14297049700642
27600169,56926,16113,28.30516811298879
27600126,53248,12032,22.596153846153847
27600128,41003,18815,45.886886325390826
27600127,124836,81985,65.67416450382902
61600009,208944,87487,41.87102764377058
27600113,278056,106514,38.306672037287456
27600129,130277,69109,53.04773674554987
27600137,54387,18857,34.6718885027672
27600179,25591,7991,31.225821577898483
24600017,385742,130267,33.770499453002266
38000050,78408,5393,6.8781246811549845
27600210,25252,11316,44.81229209567559
27600236,13031,2262,17.358606400122785
61600054,314921,38644,12.271014000336592
27600136,127437,62905,49.36164536202202
57800011,301362,251146,83.33698342856763
25000006,234056,12471,5.328212051816659
27600215,13463,2193,16.289088613236277
27600141,54149,8606,15.893183622966259
27600145,172156,73759,42.844280768605216
61600011,214528,44858,20.91009099045346
25000005,513288,5808,1.1315284986206575
27600139,178203,17082,9.585697210484671
82600168,97855,37189,38.00418987277094
27600146,139630,41937,30.034376566640407
38000062,24951,4197,16.820969099434894
27600143,167068,28837,17.26063638757871
61600012,102889,42253,41.066586321181084
27600244,19596,5754,29.36313533374158
27600148,197542,40685,20.59562017191281
25000003,674184,8156,1.209758760219762
27600242,16316,2093,12.82789899485168
25000007,622243,13495,2.168766864392207
27600154,84183,18923,22.478410130311346
27600271,60716,2844,4.6841030370907175
25000010,550174,17028,3.0950208479499213
27600232,35877,4698,13.094740362906599
25000008,593507,14167,2.3869979629557863
19100014,35766,4706,13.157747581501985
82600136,27227,11448,42.046497961582254
19100015,55709,13512,24.25460877057567
19100011,137674,30591,22.219881749640454
27600155,260711,48252,18.50784968796867
61600022,159746,66589,41.68429882438371
19100016,62606,5914,9.44637894131553
27600241,42747,19723,46.138910332888855
27600156,66802,12111,18.129696715667194
27600070,19286,13336,69.1486052058488
25000009,600780,41735,6.946802490096209
27600157,65957,5820,8.823930742756644
25000017,545975,28747,5.265259398324099
61600013,179680,113812,63.341495992876226
25000020,173127,4928,2.8464653115920684
25000025,550128,23860,4.33717243986854
27600159,101574,10758,10.591293047433398
25000018,413781,28208,6.817132734465817
27600251,31052,13346,42.97951822748937
27600160,88250,42839,48.54277620396601
27600255,31039,14688,47.32111214923162
27600268,58995,15737,26.67514196118315
52800022,508523,252041,49.5633432509444
27600164,140769,39908,28.3499918305877
27600183,175546,28555,16.266391714992082
27600163,67648,9752,14.415799432355724
62000002,30849,10682,34.62673020195144
27600173,45302,4415,9.745706591320472
27600166,97395,26752,27.467529133939113
27600174,59036,4294,7.273528016803306
25000002,1656559,78972,4.767231351252808
27600177,22372,11584,51.77900947613088
27600280,38041,13893,36.52112194737257
25000021,369601,4408,1.1926374658077226
27600278,65233,11035,16.91628470252786
27600175,149897,28434,18.969025397439577
25000012,723077,19152,2.648680569289301
27600181,73757,9601,13.017069566278455
25000027,389808,8446,2.1667077125148793
25000024,768874,35663,4.6383412626776295
25000023,460051,14512,3.1544328780939503
25000019,769694,27473,3.5693405431249303
38000069,42677,7655,17.937062117768356
23300004,306785,12365,4.030509966263018
25000014,815774,33733,4.135091336571159
23300003,136003,4392,3.229340529253031
30000001,5682,561,9.873284054910243
27600188,116044,26040,22.439764227362037
30000002,2373,90,3.792667509481669
25000029,368291,5602,1.5210797983116613
23300005,163894,3964,2.4186364357450545
27600189,65813,15596,23.697445793384286
30000003,3912,155,3.962167689161554
27600187,249244,54780,21.978462871724094
27600286,33122,9942,30.01630336332347
30000018,13909,1236,8.886332590409088
27600296,14739,4281,29.045389782210464
27600190,67857,4850,7.147383468175722
27600191,97536,49955,51.216986548556434
27600192,72991,14480,19.838062226849885
61600067,220491,33420,15.157081241411213
27600186,327480,140341,42.85483082936363
25000026,786274,41014,5.216247771133218
27600195,63444,8029,12.655255028056239
27600198,14885,2043,13.725226738327176
82600015,62357,13813,22.151482592170886
27600293,93001,9953,10.70203546198428
30000019,17878,5567,31.138829846739007
27600196,82939,7839,9.4515246144757
27600197,87476,12009,13.728336915268189
27600380,56480,20098,35.5842776203966
27600304,147896,15244,10.307242927462541
27600199,60650,4528,7.4657873042044525
27600274,66520,14202,21.349969933854478
25000028,788458,32199,4.083793937026449
30000028,11843,597,5.040952461369585
27600201,174782,47478,27.16412445217471
27600202,111928,20328,18.161675362733185
30000026,2569,670,26.08018684312962
27600204,120570,18230,15.119847391556773
27600209,27489,5244,19.07672159773
27600207,76489,10023,13.103844997319877
27600203,92717,18643,20.107423665562948
20800010,610033,19036,3.120486924477856
27600208,43083,4975,11.547478123621847
27600317,98456,18173,18.45799138701552
82600123,121760,94135,77.31192509855454
62000005,41582,19154,46.063200423260064
27600211,59486,6011,10.1048986316108
62000009,30181,6773,22.441270998310195
27600214,50407,5680,11.268276231475786
27600397,85064,25810,30.341860246402707
24600015,144323,27234,18.87017315327425
61600073,161047,20513,12.737275453749527
27600213,192481,54680,28.407998711561138
27600219,56720,11553,20.368476727785616
61600071,259756,51563,19.85055205654537
61600072,271953,30829,11.336149996506748
27600220,57665,4507,7.815832827538369
61600070,257487,79793,30.989137315670305
27600328,60282,4335,7.1912013536379025
62000010,44498,19673,44.21097577419209
62000012,64383,20095,31.21165525060963
27600221,13588,4694,34.5451869296438
27600229,65165,17697,27.157216297091995
61600014,230178,43742,19.00355377142907
27600230,56396,4275,7.580324845733739
27600223,66860,9193,13.74962608435537
27600254,34210,7649,22.35895936860567
61600015,308448,35624,11.549434588650275
27600228,39686,4471,11.265937610240387
27600233,54452,16141,29.642621024021153
27600225,74010,15491,20.930955276314013
27600222,231360,49006,21.1817081604426
25000031,280301,5559,1.9832251757931654
64200022,56902,4377,7.692172507117501
27600235,56942,7604,13.353939095922165
62000013,43028,15361,35.70000929627219
25000034,197329,17334,8.784314520420212
25000033,367506,7657,2.083503398583969
30000048,20499,2389,11.654227035465144
82600019,45620,20018,43.87987724682157
62000014,22479,8400,37.368210329641
27600237,145260,25047,17.242874845105327
82600018,80055,62409,77.95765411279744
27600238,77512,12397,15.993652595727111
25000016,224161,27670,12.343806460535061
27600240,77419,7631,9.856753510120255
82600165,58149,38959,66.99857263237546
27600246,50499,7404,14.661676468840968
72400006,82922,41867,50.48961674826946
27600239,69756,8959,12.843339641034463
27600348,93759,19308,20.593223050587145
27600245,88587,28210,31.844401548759976
25000032,557365,26461,4.747517336036529
27600243,62646,9699,15.48223350253807
27600287,56204,14306,25.453704362678813
25000035,544413,28115,5.164277855231231
27600257,68743,12888,18.748090714690953
27600258,67145,5019,7.47486782336734
27600259,50566,6910,13.665308705454256
72400001,233185,145831,62.53875678109655
27600261,93372,15931,17.061860086535578
27600267,44270,4427,10
27600265,48499,10964,22.606651683539866
72400002,139342,36456,26.162965939917616
72400003,38605,11101,28.755342572205674
72400004,83373,29784,35.723795473354684
72400022,26962,11413,42.32994584971441
27600281,36565,12693,34.7135238616163
72400008,60437,16776,27.757830468090738
72400009,40673,15465,38.02276694613134
72400005,73405,35904,48.91219944145494
27600272,83102,8903,10.713340232485379
27600288,101693,37103,36.485303806555024
82600020,60975,22374,36.693726937269375
27600289,60602,9376,15.471436586251277
27600269,109316,32836,30.037688901899077
72400007,62348,16505,26.47238083017899
27600282,78440,9618,12.261601223865375
62000015,10726,2296,21.405929517061345
27600386,14581,2666,18.28406830807215
72400011,26534,4006,15.097610612798674
62000016,18965,9259,48.82151331399947
27600284,79410,21143,26.625110187633798
27600292,111904,4876,4.357306262510723
27600391,86145,17076,19.82239247779906
27600299,127031,16113,12.684305405767097
27600291,84959,12227,14.391647735966762
27600398,84414,16017,18.97434074916483
27600383,150445,17708,11.77041443716973
27600300,86399,4138,4.789407284806537
72400012,69144,21936,31.72509545296772
27600297,13891,1674,12.050968252825571
27600305,15330,4850,31.637312459230266
23300002,195103,21659,11.101315715288848
27600302,63028,12909,20.48137335787269
30000007,28849,499,1.7296960033276718
62000017,52127,34231,65.66846356015117
30000015,11101,627,5.648139807224575
62000018,64116,16803,26.20718697361033
27600342,65808,20456,31.084366642353512
27600306,73838,9927,13.444296974457595
27600310,60450,12963,21.444168734491313
62000019,72664,3818,5.254321259495761
27600314,54873,5941,10.826818289504857
82600035,31313,21846,69.76655063392201
27600294,234261,63381,27.055719902160412
27600311,188717,56553,29.96709358457373
25000030,735196,26866,3.6542636249381117
27600350,92042,45586,49.52738966993329
25000036,402741,5122,1.271785092652598
52800008,274376,153284,55.866402309239874
27600151,143729,7476,5.201455516979872
30000045,15905,1898,11.933354291103427
27600315,225042,59597,26.482612134623757
62000021,98025,4631,4.724305024228513
27600318,63957,4188,6.548149537970824
62000022,53031,5366,10.118609869698854
27600353,67245,30927,45.99152353334821
27600313,133633,16525,12.365957510495162
72400013,114349,33063,28.914113809478003
27600343,168987,53485,31.650363637439565
72400014,22878,4350,19.013899816417517
27600061,130499,19683,15.08287419826972
27600323,98628,29638,30.05028997850509
25000038,389286,8451,2.1708974892495494
27600362,59438,27756,46.697398970355664
27600326,154519,77655,50.2559555782784
27600325,80484,7913,9.831767804781075
62000023,96570,2601,2.6933830382106243
27600331,68816,13762,19.99825621948384
82600037,43554,16357,37.55567800890848
38000046,146551,14877,10.151414865814631
62000020,390770,68736,17.589886634081427
38000026,89905,10589,11.77798787609143
27600339,63779,8029,12.58878314178648
27600330,68154,4881,7.161721982568888
27600336,18378,6029,32.805528349113075
27600337,70798,16449,23.233707166869124
27600335,35556,4628,13.016087298908763
27600334,110602,31675,28.638722627077268
62000024,60241,13235,21.97008681794791
27600340,58151,5170,8.89064676445805
24600018,171578,34213,19.940202123815407
27600338,124728,66511,53.32483484061318
27600341,120875,27711,22.9253360910031
27600346,63022,13306,21.113262035479675
25000067,336406,11125,3.307015927183225
27600363,74596,27317,36.61992600139418
72400033,42569,15057,35.370809744180036
25000040,585218,15287,2.612188962062001
27600347,63073,21729,34.450557290758326
72400038,153192,30624,19.990600031333226
27600364,62267,17573,28.22201165946649
25000037,1073839,64752,6.029954211013011
27600351,59848,8613,14.39145836118166
38000079,26356,4772,18.105934132645316
25000061,515975,32366,6.272784534134406
64200024,5059,1862,36.80569282466891
64200001,8185,4627,56.530238240684184
62000025,114341,9149,8.00150427230827
27600352,87284,8993,10.303148343338986
27600354,220370,41284,18.733947452012526
34800002,77217,10025,12.982892368260876
25000039,746901,23926,3.2033696567550454
27600360,69281,10703,15.448680013279253
27600356,117932,33601,28.491842756842928
34800001,117395,18921,16.117381489841986
27600359,144853,67215,46.40221465899913
38000013,160543,21533,13.412605968494423
25000004,913862,77752,8.508067957744167
27600367,67461,14075,20.863906553416047
34800018,36945,10983,29.727974015428337
34800017,115371,14845,12.867184994496018
27600357,109582,22213,20.270664890219198
64200017,10192,1399,13.726452119309263
64200002,56833,2091,3.679200464518854
27600368,60533,21543,35.588852361521816
27600366,70199,21417,30.508981609424634
27600373,53601,27144,50.64084625286842
25000098,131143,2676,2.040520653027611
25000001,1189516,40150,3.3753224000349724
38000070,60071,4610,7.6742521349736155
27600378,59549,18841,31.639490167761004
27600372,144401,11026,7.635681193343537
37200005,470014,408402,86.89145429710604
27600375,87188,5782,6.631646556865624
61600018,68059,27530,40.45019762265093
37200002,258037,174956,67.8026794606975
27600377,82868,20498,24.73572428440411
27600374,109605,63741,58.15519364992473
38000093,143415,7322,5.10546316633546
37200001,382484,182325,47.668660649857244
61600007,137588,51878,37.70532313864582
27600394,50516,10231,20.252989151951855
27600392,46033,7934,17.235461516737992
27600389,103414,44099,42.64316243448663
64200023,25503,5032,19.731012037799474
64200003,49007,8431,17.203664782582077
61600008,145663,72101,49.49849996224161
57800006,163839,143546,87.61406014441006
62000006,32820,22560,68.73857404021938
27600388,137467,25507,18.55499865422247
27600393,14654,2942,20.076429643783268
62000011,27248,11881,43.60320023487962
52800024,757496,423263,55.87659868830991
64200034,9371,1518,16.19891153558852
64200025,78655,4540,5.772042463924735
82600063,65654,31380,47.79602156761203
82600067,62286,42416,68.09877018912758
82600065,145677,110242,75.67563857026161
82600072,43804,12386,28.275956533649893
82600073,138934,30665,22.07163113420761
70500012,47375,5434,11.470184696569921
72400051,2224,61,2.7428057553956835
75200001,97807,13649,13.955033893279623
24600003,62459,6144,9.836852975551961
75200006,133313,22700,17.027596708498045
82600009,72801,33853,46.50073488001538
75200009,143724,30991,21.562856586234727
57800008,349726,301558,86.22693194100525
24600004,47082,2854,6.061764580943885
38000001,152393,10197,6.691252222871129
75200011,103318,9931,9.612071468669544
37200008,226650,153260,67.61967791749393
57800005,360798,304628,84.43173188321444
27600120,50035,22209,44.38692914959528
24600006,77178,15750,20.407369975899865
70300001,349640,57277,16.381706898524197
38000007,87206,9380,10.756140632525286
82600001,12794,2322,18.149132405815227
38000002,162229,21962,13.537653563789458
24600014,113564,7339,6.462435278785531
82600002,26661,6773,25.404148381531076
24600005,68744,16242,23.62678924706156
70300002,356536,35545,9.969540242780532
24600011,188207,9507,5.051353031502548
82600029,13492,3193,23.66587607471094
70500004,63792,12820,20.09656383245548
82600026,36132,11138,30.82586073286837
82600030,24977,7085,28.366096809064338
82600032,19763,16476,83.3679097303041
82600033,31685,24127,76.14644153384883
19100005,3427,1289,37.613072658301725
25000013,365687,10216,2.7936459321769713
82600038,81290,55091,67.77094353549022
82600027,138979,15412,11.089445167975018
82600090,93297,48253,51.71977662732993
52800013,258400,165055,63.875773993808046
82600040,69481,24159,34.77065672629928
70300003,300290,43439,14.465683172932831
82600103,58994,25824,43.77394311285894
82600113,42231,21057,49.861476166796905
57800002,65,3,4.615384615384616
82600106,37754,8941,23.682258833501084
75200014,492778,108041,21.92488301019932
82600105,131660,37829,28.73234087801914
82600022,48967,24288,49.600751526538275
82600077,111003,74415,67.03872868300856
82600005,90268,14605,16.179598528825277
82600004,58302,6597,11.315220747144181
82600104,188375,26452,14.042203052422032
82600044,174779,41359,23.663598029511554
82600021,66559,14421,21.66649138358449
82600007,57184,12434,21.743844432008956
70300007,209941,47441,22.597301146512592
82600006,204510,127514,62.3509852818933
4000032,35306,5358,15.175890783436245
4000017,87139,9530,10.936549650558304
4000030,74940,8432,11.25166800106752
4000020,112229,16949,15.10215719644655
4000015,145394,53066,36.49806732052217
61600063,155044,46393,29.92247362039163
4000012,147277,25068,17.02098766270361
4000019,147937,30013,20.287690030215565
4000023,101878,20524,20.145664422151984
27600058,70396,8215,11.669697141883063
4000033,105475,14734,13.96918701114008
19100006,121364,33852,27.892950133482746
38000043,110478,72267,65.41302340737522
5600023,158412,59039,37.269272529858846
25000043,506151,24544,4.8491458082667025
27600194,150294,25631,17.05390767429172
64200029,8205,1502,18.305911029859843
64200036,6011,904,15.039094992513725
27600333,121293,47717,39.34027520137188
4000024,210000,48989,23.32809523809524
61600068,139985,40611,29.010965460585066
64200033,85465,13181,15.42268764991517
64200041,9059,1844,20.355447621150237
38000103,251317,3881,1.5442648129652987
64200040,64343,23547,36.59605551497444
75200004,110408,17242,15.616621983914209
75200003,61450,9213,14.992676973148903
75200002,102735,16424,15.986762057721322
75200012,71597,18996,26.531837926170095
75200005,98481,30293,30.760248169697707
75200016,77623,23478,30.246189917936693
75200018,65355,14859,22.735827404177186
75200007,106131,22244,20.959003495679866
75200017,87990,7721,8.77486077963405
75200019,59719,12985,21.743498719000655
75200013,133146,55100,41.38314331635948
61600065,451367,63263,14.01586735406
82600119,7758,5646,72.77648878576953
82600135,18423,5776,31.352114205069746
82600178,37521,4663,12.427707150662295
82600082,89877,65688,73.08655162054808
82600031,60510,48203,79.66121302264088
82600064,50370,33808,67.11931705380186
82600093,64366,5077,7.887704688810864
82600144,30170,16221,53.7653297978124
82600058,84325,59815,70.93388674770235
82600042,5222,2225,42.608196093450786
82600088,55921,5118,9.152196849126447
82600133,49229,21056,42.77153710211461
82600146,42576,27892,65.51108605787299
82600012,49361,28483,57.70345009217803
82600142,28392,9808,34.544942237249934
82600151,63291,39233,61.98827637420802
75200010,389449,186922,47.996528428626085
82600131,60711,14538,23.946237090477837
82600167,78019,63093,80.86876273728194
82600137,25854,18802,72.72375647868802
82600129,33820,12062,35.66528681253696
82600057,69803,64504,92.4086357319886
82600152,75904,57366,75.57704468802699
82600083,44348,21177,47.751871561288
82600158,33549,6934,20.668276252645384
82600089,69315,12062,17.401716800115416
82600143,16732,11276,67.39182404972507
82600140,62174,43240,69.5467558786631
82600014,72637,19835,27.30701983837438
82600062,44249,21676,48.98641777215304
82600100,118805,23944,20.154033921131266
82600017,67074,50548,75.36154098458418
75200021,399550,56927,14.24777875109498
82600176,50281,36441,72.47469222966926
82600003,23851,8575,35.952370969770655
82600091,11430,3640,31.84601924759405
30000025,765,85,11.11111111111111
30000024,7313,93,1.2717079174073567
82600016,158048,105211,66.5690170074914
30000004,1088,85,7.8125
30000032,9146,557,6.090094030177127
30000031,4015,325,8.094645080946451
30000035,3575,1634,45.70629370629371
30000014,5612,2025,36.08339272986458
30000006,13690,1432,10.460189919649379
30000029,1964,72,3.6659877800407332
30000016,21106,992,4.700085283805553
30000012,15084,1627,10.786263590559534
30000038,67006,2414,3.6026624481389726
30000033,99715,5595,5.610991325277039
30000020,5951,501,8.41875315073097
30000037,111739,8807,7.881760173260903
30000041,9190,1056,11.49075081610446
30000027,8123,2094,25.778653206943247
30000046,14011,2258,16.11590892869888
30000052,13786,1729,12.541708980124763
30000044,32836,17505,53.31039103423072
30000040,53172,5480,10.306176182953434
30000034,37829,3694,9.764995109572022
30000047,37097,2308,6.221527347224843
30000042,13299,6415,48.236709527032104
30000009,178362,8236,4.617575492537648
