id_region,num_buildings,labeled_buildings,percentage_labeled
38000095,68039,5478,8.051264715824749
25000083,610329,13262,2.1729264052666677
72400046,92951,35414,38.099643898398085
72400047,66140,24738,37.402479588751135
27600308,19500,2380,12.205128205128204
72400050,70291,20970,29.833122305842853
38000011,517821,70137,13.54464187431564
30000036,13089,1257,9.603483841393537
27600312,43741,15232,34.82316362223086
82600102,97827,34795,35.56789025524651
72400049,187524,77893,41.53761651841897
19100021,30089,9578,31.832231047891256
52800027,319672,159083,49.76444605720864
82600170,74084,44783,60.44894984072135
82600111,159885,63176,39.51340025643431
82600098,113379,43019,37.942652519426
52800028,481812,260430,54.052202933924434
52800034,349298,184065,52.69569250324937
38000060,87885,8695,9.893610968879786
61600069,211821,22642,10.689214006165583
34800008,213148,50772,23.820068684669806
62000007,27470,12647,46.03931561703677
61600028,171179,42857,25.036365442022678
61600060,217493,33522,15.412909840776484
34800010,52765,7972,15.108499952620107
34800012,150570,19736,13.107524739323903
64200032,26202,1705,6.5071368597816965
70500009,24003,3737,15.568887222430531
82600045,42599,32728,76.82809455621023
82600066,60755,30082,49.51362027816641
61600052,263061,23779,9.039348288039657
82600086,10258,3272,31.89705595632677
82600068,31136,14767,47.42741521068859
62000008,169357,46920,27.70478929126047
82600060,182748,163188,89.29673648959222
82600076,40770,27391,67.1842040716213
82600071,106911,36052,33.72150667377538
30000030,8023,247,3.078648884457186
82600053,129817,42566,32.78923407566035
82600095,256012,17872,6.980922769245192
82600051,301226,275590,91.48944646212477
38000064,35554,7505,21.108736007200317
38000065,24295,2189,9.010084379501954
75200008,50582,7393,14.615871258550472
70300008,335939,38922,11.586031987950193
34800014,51147,12805,25.03568146714372
38000063,120547,10423,8.646420068520992
38000094,33370,4577,13.71591249625412
38000061,112911,12465,11.039668411403673
38000073,13624,1742,12.786259541984732
27600319,28783,17661,61.35913560087551
38000067,37163,4410,11.86664155208137
61600066,119312,30952,25.942067855706046
38000066,71277,7690,10.78889403313832
52800006,150141,78278,52.13632518765694
82600028,17364,8590,49.47016816401751
82600008,52994,32595,61.50696305242103
34800016,59608,12502,20.9736948060663
57800001,1646,357,21.688942891859053
82600041,19171,10081,52.584633039486725
70500005,66762,11201,16.777508163326445
38000075,45290,6138,13.55266063148598
38000074,202935,58001,28.58107275728682
38000044,131335,6149,4.68192028019949
75600010,8660,473,5.46189376443418
30000049,29643,3465,11.689100293492562
30000039,17509,393,2.244559940601976
38000036,143038,12376,8.652246256239602
38000068,51962,13381,25.75151071937185
38000037,145446,14511,9.976898642795264
30000021,19783,1450,7.32952535004802
38000078,18305,2842,15.525812619502869
42800003,55557,18655,33.57812696869881
82600061,7509,2505,33.359968038353976
64200013,81001,30522,37.681016283749585
19100020,87201,8163,9.361131179688305
82600110,24123,7165,29.7019442026282
38000076,103678,15362,14.817029649491694
34800004,88582,8867,10.009934298164412
38000071,518683,39352,7.586907610235924
34800005,52453,9997,19.058967075286446
27600320,91730,45237,49.315382099640246
27600206,131812,34675,26.306406093527144
38000081,24486,4223,17.246589888099322
27600167,162650,35245,21.669228404549646
10000018,26029,3216,12.355449690729571
34800015,91573,10585,11.559084009478775
38000077,83350,18691,22.424715056988603
10000028,32985,4793,14.53084735485827
75600008,21900,3393,15.493150684931505
10000022,49131,8782,17.874661618937125
27600279,80996,14611,18.03916242777421
27600260,71225,10287,14.442962442962443
10000019,48179,19358,40.17933124390294
10000021,13927,2993,21.49062971207008
10000025,21777,2214,10.16668962667034
27600316,49108,8179,16.655127474138634
64200021,43731,10175,23.26724749033866
75600007,36489,3216,8.813615062073502
27600273,100470,6564,6.533293520453867
64200020,100325,22194,22.122103164714677
52800033,204292,106409,52.08671901004445
75600009,112145,15071,13.438851486914263
27600309,71720,10054,14.01840490797546
27600307,86949,8015,9.218047361096735
27600023,74152,19370,26.12201963534362
75600023,188756,38568,20.432727966263325
30000022,2726,636,23.330887747615552
27600376,93144,11872,12.745855879068968
20300008,279797,132547,47.37255939127296
27600106,112501,8948,7.953707078159305
30000023,5378,387,7.195983637039792
20300009,282456,140206,49.63817373325403
75600019,426291,135209,31.717535673987957
20300010,347379,157206,45.25489451003083
70300005,360690,33840,9.382017799218165
27600009,53271,17322,32.51675395618629
38000048,87415,7210,8.248012354859007
61600025,331867,89390,26.93548921706587
27600035,79536,9333,11.734308992154496
27600193,119784,44098,36.81459961263608
5600011,209605,114149,54.459101643567664
20300006,444783,253656,57.02915803886389
72400042,21740,6468,29.751609935602573
38000058,95681,11189,11.694066742613476
52800014,129867,70712,54.449552234208845
38000082,364771,18954,5.19613675429242
38000049,123153,86203,69.9966708078569
72400043,319066,49031,15.36704004814051
61600026,337189,138382,41.03989157416167
27600158,45480,5512,12.119613016710643
61600029,329978,211103,63.97487105200953
20300007,795680,331251,41.63118339030766
20300013,525883,233882,44.47415109444496
27600031,146096,9753,6.675747453729055
72400052,3386,138,4.075605434140579
64200026,88058,23593,26.79256853437507
52800009,128335,69010,53.77332761912182
64200027,85513,23727,27.746658402815942
34800011,95117,9391,9.873103651292618
27600077,109618,8713,7.948512105676075
72400034,51383,42032,81.80137399529028
38000083,213737,45545,21.30889831896209
5600013,122644,74001,60.33805159649066
64200028,37523,7113,18.956373424299763
25000062,674018,37000,5.48946764033008
75600012,20656,2988,14.46553059643687
5600043,35395,17087,48.275180110185055
82600162,46367,25550,55.10384540729398
52800017,125480,70312,56.03442779725852
27600147,107196,41490,38.704802418000675
27600114,150358,74831,49.76855238829992
20800006,100751,33063,32.81654772657344
64200030,77957,27186,34.8730710519902
5600024,109626,26382,24.06545892397789
30000008,12669,217,1.712842371142158
61600030,320769,74428,23.202990313901907
27600276,71634,4077,5.691431443169445
61600033,224914,76762,34.12948949376206
5600008,47597,8264,17.362438809168644
20800011,41402,2390,5.772667987053765
82600173,82632,32153,38.91107561235357
38000045,83944,60297,71.83002954350519
27600395,37389,7997,21.38864371874081
61600032,361989,107993,29.833226976510336
61600034,227547,138365,60.80721784949923
27600358,22859,9787,42.81464630998732
5600006,202362,146382,72.3367035312954
25000015,103538,31930,30.83891904421565
5600003,25563,14719,57.5793138520518
27600379,65245,8231,12.61552609395356
82600070,69307,55384,79.91112008887991
27600100,31002,8012,25.84349396813109
27600324,12577,1805,14.351594179852112
61600035,165155,88910,53.83427689140504
5600012,62514,34183,54.68055155645135
27600117,192717,49744,25.81194186293892
27600119,192666,83209,43.188211723916
61600036,329140,97315,29.566445889287234
27600327,32091,8041,25.056869527281794
27600349,15125,4036,26.684297520661154
61600037,214620,108522,50.564719038300254
27600382,10891,1648,15.131760168946837
27600036,100703,38552,38.28287141395986
27600165,147409,16674,11.31138532925398
27600361,77557,44068,56.82014518354242
64200038,8525,2057,24.129032258064516
61600039,256201,31225,12.187696379014914
5600014,112199,67649,60.29376375903529
27600039,64453,24816,38.50247467146603
27600098,39502,9380,23.74563313249962
27600355,86571,28547,32.97524575204168
27600099,63475,26898,42.375738479716425
5600042,51638,18761,36.33177117626554
27600096,124271,15844,12.749555407134409
61600040,327060,129064,39.46187243930777
70500001,94037,58215,61.9064836181503
27600253,75668,8184,10.815668446370989
27600097,183657,37859,20.613970608253428
27600256,75521,11156,14.772050158234135
4000027,90870,11236,12.364916914273136
61600041,347306,130981,37.71342850397056
27600150,166600,41892,25.145258103241297
61600042,373301,105584,28.28387815730469
64200031,15178,1937,12.761892212412704
27600370,98580,12193,12.36863461148306
38000087,60981,5860,9.609550515734409
38000086,82411,8542,10.365121161010059
38000085,185959,6539,3.516366510897564
38000096,37348,2109,5.646888722287673
61600043,385383,145421,37.73415018306464
64200039,8718,368,4.221151640284469
30000043,4678,322,6.883283454467722
61600044,348529,47481,13.623256601315816
27600066,35406,16124,45.54030390329323
38000088,56597,6057,10.701980670353551
27600262,62018,7316,11.796575187848688
61600045,366240,101752,27.782874617737
38000097,31424,2500,7.955702647657841
30000051,15215,2549,16.75320407492606
38000098,130831,5309,4.057906765216195
27600083,151009,38609,25.56735029038004
38000090,92724,3256,3.511496484189638
27600161,252239,6740,2.6720689504795057
27600065,75173,10730,14.27374190201269
27600226,136905,58115,42.449143566706844
27600153,70244,7179,10.220089972097261
27600086,39329,11263,28.637900785679776
75600002,31330,11136,35.544206830513886
38000092,35899,3509,9.774645533301763
82600138,186580,51400,27.548504662879193
27600369,55402,20205,36.46980253420454
27600171,303179,200290,66.06328274715597
4000001,122396,14762,12.060851661819013
27600247,76705,16550,21.576168437520373
38000099,85292,9638,11.300004689771608
61600046,167447,24062,14.369920034398945
5600034,118211,16726,14.149275448139345
24600019,9480,2104,22.19409282700422
38000101,77800,2013,2.5874035989717226
38000100,175999,7047,4.004000022727402
38000104,176960,9671,5.46507685352622
38000089,447565,79676,17.802106956531453
38000105,49377,7700,15.594305040808473
5600040,67970,11475,16.8824481388848
5600041,36764,8359,22.736916548797737
38000102,50693,1246,2.457933047955339
10000008,2238,635,28.37354781054513
27600033,39791,7298,18.340830841144985
38000107,60608,5170,8.530227032734953
27600140,223430,173177,77.50839189007743
27600060,67076,18491,27.56723716381418
82600163,210546,59667,28.339175287110656
38000106,93825,11671,12.439115374367173
27600067,39311,2348,5.972882908091883
44000003,91578,8572,9.360326716023499
75200015,27930,8385,30.021482277121375
64200037,94302,27310,28.960149307543848
70500002,21008,4089,19.464013709063213
62000001,75929,11864,15.625123470610703
44000001,174491,7422,4.253514507911583
44000002,174435,14203,8.142287958265257
75600004,79676,17210,21.599979918670616
52800035,444713,237266,53.35261168438971
75600018,17515,1690,9.648872395089922
27600020,19140,7793,40.71577847439916
52800036,226278,110471,48.82091940003005
10000024,31717,18501,58.33149415140145
44000004,138531,5357,3.8670044971883546
10000015,33510,8755,26.126529394210685
44000006,87995,4044,4.595715665662822
27600200,77914,28839,37.013887106296686
44000005,143949,20899,14.518336355236924
27600176,277804,80062,28.819599429813824
27600381,53011,13546,25.55318707438079
27600396,103368,8288,8.01795526662023
27600021,119915,21593,18.006921569445023
19600001,170955,34736,20.31879734433038
75600026,167581,23374,13.947881919788044
75600022,118982,13847,11.63789480761796
75600006,310828,93326,30.024965575816854
70500007,61016,15090,24.731218041169527
27600002,132101,29114,22.03919728086843
70500003,118188,43546,36.84468812400582
27600109,283582,104425,36.82356426007292
27600012,161569,15892,9.836045280963551
27600076,32925,8983,27.283219438116934
27600016,149439,13519,9.046500578831496
27600026,145428,17260,11.86841598591743
5600019,42910,23996,55.92169657422512
20300011,311076,142981,45.96336586557626
38000091,80407,5522,6.867561281977936
27600001,32937,11457,34.78458876036069
20300012,283451,152726,53.880917689477194
52800037,574536,338353,58.89152289847808
27600091,112216,31250,27.848078705353963
27600029,124826,47322,37.91037123676157
27600011,19869,7039,35.42704715889074
52800038,111087,55228,49.71598836947618
44000009,119387,5746,4.812919329575247
44000007,282675,29585,10.466082957459982
27600025,21475,4297,20.009313154831197
61600047,444035,143810,32.387086603533504
44000010,135802,4365,3.214238376459846
44200001,190266,90277,47.44778362923486
5600035,109629,6019,5.490335586386814
52800039,172279,94415,54.80354541180294
27600178,55645,9590,17.23425285290682
5600027,51033,8343,16.348245253071543
5600028,49647,7789,15.68876266441074
25000022,308987,22462,7.269561502587488
5600031,68791,10434,15.167681818842581
5600002,196584,114676,58.334350710129
5600037,40435,5259,13.0060591072091
44000008,382218,36454,9.537489076914222
27600138,98615,56874,57.67276783450793
5600032,147337,18990,12.888819509016743
27600180,88124,11552,13.10880123462394
5600033,134993,21911,16.23121198876979
27600027,28364,15143,53.38809758849246
42800002,169138,27501,16.25950407359671
10000011,6861,852,12.418014866637517
42800001,95905,24828,25.888118450550024
10000009,7811,3322,42.529765715017284
27600004,51396,22878,44.51319168806911
27600205,61920,9245,14.930555555555555
27600064,493322,216291,43.84377749218563
27600216,80594,31542,39.13690845472368
10000012,6915,2171,31.395516992046275
42800004,95018,7204,7.581721358058473
10000010,14893,2281,15.315920230980998
42800005,127071,9704,7.636675559332971
10000013,26120,19431,74.39127105666155
64200042,21486,7121,33.1425114027739
27600032,24393,13030,53.416963883081216
10000023,12048,5544,46.015936254980076
10000016,9389,1481,15.773777825114497
27600041,49125,27881,56.75521628498728
24600001,117244,18978,16.186755825458018
42800006,77021,8098,10.51401565806728
75600015,41277,8662,20.98505220825157
75600017,12513,1204,9.621993127147768
47000001,1927,295,15.308770108977685
75600001,26656,6109,22.917917166866747
52800001,40176,20160,50.179211469534046
27600069,33294,10889,32.705592599267135
27600037,54076,14875,27.50758192173977
27600034,102610,24527,23.903128350063348
27600075,79227,31191,39.36915445492067
27600019,98699,56042,56.78071712985947
27600118,85645,35302,41.21898534648841
52800040,405488,225084,55.5094108826895
27600022,38212,15290,40.01360829058934
61600048,386594,64337,16.64200685990988
27600028,315469,183482,58.16165772231186
61600051,254831,32577,12.783766496226912
52800003,240247,136323,56.74285214799769
52800002,245864,135025,54.91857286955389
57800010,125911,120795,95.93681251042403
27600049,86262,16805,19.481347522663516
